BEGIN,1467640,,,,,,,,,
KANJI,1467640,猫,,"ichi1
news1
nf07",,,,,,
READING,1467640,HIRAGANA,ねこ,neko,-,,,"ichi1
news1
nf07",,
READING,1467640,KATAKANA,ネコ,neko,NO_KANJI,,,,,
SENSE_COMMON,1467640,,,noun (common) (futsuumeishi),,,,,,
SENSE_ENG,1467640,"cat (esp. the domestic cat, Felis catus)",,,,,,,,
SENSE_POL,1467640,kot,"szczególnie kot domowy, Felis catus",,,,,,,
SENSE_COMMON,1467640,,,noun (common) (futsuumeishi),,,,,,
SENSE_ENG,1467640,shamisen,,,,,,,,
SENSE_POL,1467640,"shamisen
samisen","japoński instrument muzyczny, strunowy, szarpany",,,,,,,
SENSE_COMMON,1467640,,,noun (common) (futsuumeishi),,,,,,
SENSE_ENG,1467640,geisha,,,,,,,,
SENSE_POL,1467640,gejsza,,,,,,,,
SENSE_COMMON,1467640,,,noun (common) (futsuumeishi),猫車,,,abbreviation,,
SENSE_ENG,1467640,wheelbarrow,,,,,,,,
SENSE_POL,1467640,taczka,,,,,,,,
SENSE_COMMON,1467640,,,noun (common) (futsuumeishi),猫火鉢,,,abbreviation,,
SENSE_ENG,1467640,clay bed-warmer,,,,,,,,
SENSE_POL,1467640,gliniany termofor,,,,,,,,
SENSE_COMMON,1467640,,,noun (common) (futsuumeishi),,タチ,,"word usually written using kana alone
colloquialism",,
SENSE_ENG,1467640,"bottom
submissive partner of a homosexual relationship|expl",,,,,,,,
SENSE_POL,1467640,"tyłek
pupa
dupa
uległy partner w homoseksualnym związku|expl
pasywny partner w homoseksualnym związku|expl
pasyw|expl",,,,,,,,
END,1467640,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,1258330,,,,,,,,,
KANJI,1258330,犬,,"ichi1
news1
nf03",,,,,,
KANJI,1258330,狗,,,,,,,,
READING,1258330,HIRAGANA,いぬ,inu,-,,,"ichi1
news1
nf03",,
READING,1258330,KATAKANA,イヌ,inu,NO_KANJI,,,,,
SENSE_COMMON,1258330,,,noun (common) (futsuumeishi),,,,,,
SENSE_ENG,1258330,dog (Canis (lupus) familiaris),,,,,,,,
SENSE_POL,1258330,"pies
pies domowy",Canis (lupus) familiaris,,,,,,,
SENSE_COMMON,1258330,,,noun (common) (futsuumeishi),みっこくしゃ,,,"derogatory
word usually written using kana alone",,
SENSE_ENG,1258330,"squealer
rat
snitch
informer
informant
spy",,,,,,,,
SENSE_POL,1258330,"donosiciel
kapuś
kabel
informator
szpieg",,,,,,,,
SENSE_COMMON,1258330,,,noun (common) (futsuumeishi),,,,derogatory,,
SENSE_ENG,1258330,"loser
asshole",,,,,,,,
SENSE_POL,1258330,"frajer
nieudacznik
ofiara losu
dupek",,,,,,,,
SENSE_COMMON,1258330,,,"noun, used as a prefix",,,,,,
SENSE_ENG,1258330,"counterfeit
inferior
useless
wasteful",,,,,,,,
SENSE_POL,1258330,"falsyfikat
podróbka
coś gorszego
bezużyteczny
marnotrawny",,,,,,,,
END,1258330,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,1219380,,,,,,,,,
KANJI,1219380,奇勝,,,,,,,,
KANJI,1219380,奇捷,,,,,,,,
READING,1219380,HIRAGANA,きしょう,kishou,-,,,,,
SENSE_COMMON,1219380,奇勝,,noun (common) (futsuumeishi),,,,,,
SENSE_ENG,1219380,"beauty spot
place with beautiful scenery",,,,,,,,
SENSE_POL,1219380,"malownicze miejsce
piękne miejsce
miejsce z pięknym krajobrazem
miejsce z piękną scenerią",,,,,,,,
SENSE_COMMON,1219380,,,noun (common) (futsuumeishi),,,,,,
SENSE_ENG,1219380,"unexpected victory
victory by uncommon stratagem",,,,,,,,
SENSE_POL,1219380,"niespodziewane zwycięstwo
zwycięstwo dzięki niezwykłemu podstępowi",,,,,,,,
END,1219380,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,1305510,,,,,,,,,
KANJI,1305510,仕様がない,,spec1,,,,,,
KANJI,1305510,しようが無い,,,,,,,,
KANJI,1305510,仕様が無い,,,,,,,,
KANJI,1305510,しょうが無い,,,,,,,,
READING,1305510,HIRAGANA,しょうがない,shou ga nai,-,"仕様がない
仕様が無い
しょうが無い",,spec1,,
READING,1305510,HIRAGANA,しようがない,shiyou ga nai,-,"仕様がない
しようが無い
仕様が無い",,,,
SENSE_COMMON,1305510,,,"expressions (phrases, clauses, etc.)
adjective (keiyoushi)",,,,word usually written using kana alone,,
SENSE_ENG,1305510,there's no (other) way,,,,,,,,
SENSE_POL,1305510,nie ma innego wyjścia,,,,,,,,
SENSE_COMMON,1305510,,,"expressions (phrases, clauses, etc.)
adjective (keiyoushi)",,,,word usually written using kana alone,,
SENSE_ENG,1305510,"cannot be helped
unavoidable
inevitable
(there's) nothing one can do
having no choice",,,,,,,,
SENSE_POL,1305510,"nic nie poradzisz
nie można pomóc
nic nie pomoże
nieunikniony
to nieuniknione
nieuchronny
to nieuchronne
nic nie można zrobić
nie mieć wyboru",,,,,,,,
SENSE_COMMON,1305510,,,"expressions (phrases, clauses, etc.)
adjective (keiyoushi)",,,,word usually written using kana alone,,
SENSE_ENG,1305510,"it's no use (doing)
pointless
useless
no good
insufficient
not enough",oft. as 〜てもしょうがない,,,,,,,
SENSE_POL,1305510,"nie ma sensu robić
bezcelowy
bezsensowny
niewystarczający
niedostateczny",często jako 〜てもしょうがない,,,,,,,
SENSE_COMMON,1305510,,,"expressions (phrases, clauses, etc.)
adjective (keiyoushi)",,,,word usually written using kana alone,,
SENSE_ENG,1305510,"hopeless (person)
annoying
troublesome
awful",,,,,,,,
SENSE_POL,1305510,"dokuczliwy (osoba)
nieznośny (osoba)
okropny (osoba)",,,,,,,,
SENSE_COMMON,1305510,,,"expressions (phrases, clauses, etc.)
adjective (keiyoushi)",,,,word usually written using kana alone,,
SENSE_ENG,1305510,"cannot stand it
unbearable
cannot help (doing, feeling)
dying (to do)",as 〜てしょうがない or 〜でしょうがない,,,,,,,
SENSE_POL,1305510,"nie móc znieść
nie do wytrzymania
nie do zniesienia",jako 〜てしょうがない lub 〜でしょうがない,,,,,,,
END,1305510,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,2836943,,,,,,,,,
KANJI,2836943,質の高い,,,,,,,,
READING,2836943,HIRAGANA,しつのたかい,shitsu no takai,-,,,,,
SENSE_COMMON,2836943,,,"expressions (phrases, clauses, etc.)
noun or verb acting prenominally",,,,,,
SENSE_ENG,2836943,high quality,,,,,,,,
SENSE_POL,2836943,"wysoka jakość
wysokiej jakości",,,,,,,,
END,2836943,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,1669360,,,,,,,,,
KANJI,1669360,昆布出し,,,,,,,,
READING,1669360,HIRAGANA,こんぶだし,konbu dashi,-,,,,,
SENSE_COMMON,1669360,,,noun (common) (futsuumeishi),,,,,,
SENSE_ENG,1669360,soup stock made from kombu,,,,,,,,
SENSE_POL,1669360,bulion wykonany z kombu,,,,,,,,
END,1669360,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,2286210,,,,,,,,,
READING,2286210,KATAKANA,エックスニーゴー,ekkusu nii goo,-,,,,,
SENSE_COMMON,2286210,,,noun (common) (futsuumeishi),,,computing,,,
SENSE_ENG,2286210,X.25,,,,,,,,
SENSE_POL,2286210,X.25,,,,,,,,
END,2286210,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,2838913,,,,,,,,,
KANJI,2838913,１Ｄａｙコンタクトレンズ,,,,,,,,
KANJI,2838913,１デーコンタクトレンズ,,,,,,,,
READING,2838913,KATAKANA,ワンデーコンタクトレンズ,wan dee kontakuto renzu,-,,,,,
SENSE_COMMON,2838913,,,noun (common) (futsuumeishi),,,,,-|y|eng|one-day contact lens,
SENSE_ENG,2838913,daily disposable contact lenses,,,,,,,,
SENSE_POL,2838913,jednodniowe soczewki kontaktowe,,,,,,,,
END,2838913,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,2562890,,,,,,,,,
KANJI,2562890,牢屋敷,,,,,,,,
READING,2562890,HIRAGANA,ろうやしき,rouyashiki,-,,,,,
SENSE_COMMON,2562890,,,noun (common) (futsuumeishi),,,,,,
SENSE_ENG,2562890,"precinct of a jail
vicinity of a prison",,,,,,,,
SENSE_POL,2562890,"obręb więzienia
otoczenie więzienia",,,,,,,,
END,2562890,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,1840900,,,,,,,,,
KANJI,1840900,牢破り,,,,,,,,
READING,1840900,HIRAGANA,ろうやぶり,rouyaburi,-,,,,,
SENSE_COMMON,1840900,,,"noun (common) (futsuumeishi)
noun or participle which takes the aux. verb suru",,,,,,
SENSE_ENG,1840900,"jailbreak
breaking out of prison",,,,,,,,
SENSE_POL,1840900,ucieczka z więzienia,,,,,,,,
SENSE_COMMON,1840900,,,noun (common) (futsuumeishi),,,,,,
SENSE_ENG,1840900,"person who escapes from jail
prison escapee",,,,,,,,
SENSE_POL,1840900,"osoba, która ucieka z więzienia
uciekinier z więzienia",,,,,,,,
END,1840900,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,2388170,,,,,,,,,
KANJI,2388170,閉塞状態,,,,,,,,
READING,2388170,HIRAGANA,へいそくじょうたい,heisoku joutai,-,,,,,
SENSE_COMMON,2388170,,,noun (common) (futsuumeishi),,,computing,,,
SENSE_ENG,2388170,"blocked state
closed state",,,,,,,,
SENSE_POL,2388170,"stan blokady
stan zablokowany
stan zamknięcia",,,,,,,,
END,2388170,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,1740080,,,,,,,,,
KANJI,1740080,不妊手術,,,,,,,,
READING,1740080,HIRAGANA,ふにんしゅじゅつ,funin shujutsu,-,,,,,
SENSE_COMMON,1740080,,,noun (common) (futsuumeishi),,,,,,
SENSE_ENG,1740080,"sterilization (operation)
sterilisation",,,,,,,,
SENSE_POL,1740080,sterylizacja,operacja,,,,,,,
END,1740080,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,1989110,,,,,,,,,
KANJI,1989110,衛星写真,,,,,,,,
READING,1989110,HIRAGANA,えいせいしゃしん,eisei shashin,-,,,,,
SENSE_COMMON,1989110,,,noun (common) (futsuumeishi),,,,,,
SENSE_ENG,1989110,satellite photograph,,,,,,,,
SENSE_POL,1989110,zdjęcie satelitarne,,,,,,,,
END,1989110,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,2800450,,,,,,,,,
KANJI,2800450,生活文化,,,,,,,,
READING,2800450,HIRAGANA,せいかつぶんか,seikatsu bunka,-,,,,,
SENSE_COMMON,2800450,,,noun (common) (futsuumeishi),,,,,,
SENSE_ENG,2800450,culture of everyday life,,,,,,,,
SENSE_POL,2800450,kultura życia codziennego,,,,,,,,
END,2800450,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,2698780,,,,,,,,,
KANJI,2698780,生活物資,,,,,,,,
READING,2698780,HIRAGANA,せいかつぶっし,seikatsu busshi,-,,,,,
SENSE_COMMON,2698780,,,noun (common) (futsuumeishi),,,,,,
SENSE_ENG,2698780,"living necessities
everyday commodities
daily commodities
everyday goods
subsistence goods",,,,,,,,
SENSE_POL,2698780,"potrzeby życiowe
towary codziennego użytku",,,,,,,,
END,2698780,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,2838339,,,,,,,,,
KANJI,2838339,生活雑貨,,,,,,,,
READING,2838339,HIRAGANA,せいかつざっか,seikatsu zakka,-,,,,,
SENSE_COMMON,2838339,,,noun (common) (futsuumeishi),,,,,,
SENSE_ENG,2838339,"daily necessities
goods for everyday life",,,,,,,,
SENSE_POL,2838339,"potrzeby życiowe
towary codziennego użytku",,,,,,,,
END,2838339,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,2651550,,,,,,,,,
KANJI,2651550,俗文体,,,,,,,,
READING,2651550,HIRAGANA,ぞくぶんたい,zokubuntai,-,,,,,
SENSE_COMMON,2651550,,,noun (common) (futsuumeishi),,,,obscure term,,
SENSE_ENG,2651550,"colloquial language style
everyday language style",,,,,,,,
