200001,WORD_NOUN,,HIRAGANA,,,耐火煉瓦,たいかれんが,,taika renga,cegła ogniotrwała,,,,"GroupId: 1817210
Translate: firebrick"
200002,"WORD_EXPRESSION
WORD_ADVERB_TO",,HIRAGANA,,,蝶よ花よ,ちょうよはなよ,,chou yo hana yo,wychowanie (swojej córki) jak księżniczkę,,,,"GroupId: 2592790
Translate: bringing up (one's daughter) like a princess"
200003,"WORD_EXPRESSION
WORD_NOUN
WORD_ADJECTIVE_NA",,HIRAGANA,,,いい迷惑,いいめいわく,,ii meiwaku,"prawdziwe utrapienie
stać się zakłopotany z powodu czyjś problemów (bez własnej winy)",いい jest ironiczne,DICTIONARY2_SOURCE,,GroupId: 2744870
200004,WORD_NOUN,,HIRAGANA_KATAKANA,,,携帯メール,けいたいメール,,keitai meeru,email telefonu komórkowego,,DICTIONARY2_SOURCE,,GroupId: 2794830
200005,WORD_NOUN,,HIRAGANA,,,儲けもの,もうけもの,,moukemono,"dobra okazja
dar niebios
okazja
fucha",,DICTIONARY2_SOURCE,,GroupId: 1605100
200006,WORD_NOUN,,KATAKANA,,,-,ダークネット,,daakunetto,"darknet
dark net",termin określający celowo ukrytą część zasobów Internetu często o nielegalnej tematyce,,,"GroupId: 2834594
Translate: darknet
Translate: dark net"
200007,"WORD_EXPRESSION
WORD_NOUN",,HIRAGANA,,,蚊帳の外,かやのそと,,kaya no soto,"bycie wykluczonym
bycie ignorowanym
bycie trzymanym w niewiedzy (na temat)
bycie trzymanym poza obiegiem informacji
poza moskitierą (dosłownie)",wyrażenie idiomatyczne,DICTIONARY2_SOURCE,,GroupId: 2068310
200008,WORD_NOUN,,HIRAGANA,,,官公署,かんこうしょ,,kankousho,"rząd i urzędy publiczne
agencja publiczna",,,,"GroupId: 2789960
Translate: government and public offices
Translate: public agency"
200009,WORD_NOUN,,HIRAGANA,,,聞き間違い,ききまちがい,,kiki machigai,"przesłyszenie się
źle usłyszenie",,DICTIONARY2_SOURCE,,GroupId: 2826970
200010,WORD_NOUN,,HIRAGANA,,,太線,ふとせん,,futosen,"gruba linia do podkreślenia)
podkreślenie
ramka
obwódka",,DICTIONARY2_SOURCE,,GroupId: 2403950
200011,WORD_NOUN,,KATAKANA,,,-,フラワームーン,,furawaa muun,"kwiatowy księżyc
majowa pełnia księżyca",ang: flower moon,DICTIONARY2_SOURCE,,GroupId: 2861427
200012,WORD_NOUN,,HIRAGANA,,,影響円錐,えいきょうえんすい,,eikyou ensui,lej depresyjny,,,,"GroupId: 2342230
Translate: cone of influence"
200013,WORD_NOUN,,KATAKANA,,,-,ネグリート,,neguriito,Negryci,"niskorosłe ludy autochtoniczne, wykazujące cechy negroidalne, zamieszkujące trudno dostępne rejony Azji Południowo-Wschodniej, zwłaszcza Filipiny (Aetowie, Ati), Półwysep Malajski (Semangowie) i Andamany (Andamanie)[",,,"GroupId: 2215540
Translate: Negrito"
200014,WORD_NOUN,,KATAKANA,,,-,ニグリト,,nigurito,Negryci,"niskorosłe ludy autochtoniczne, wykazujące cechy negroidalne, zamieszkujące trudno dostępne rejony Azji Południowo-Wschodniej, zwłaszcza Filipiny (Aetowie, Ati), Półwysep Malajski (Semangowie) i Andamany (Andamanie)[",,,"GroupId: 2215540
Translate: Negrito"
200015,WORD_NOUN,,HIRAGANA,,,熊葛科,くまつづらか,,kumatsudura ka,Werbenowate,"rodzina roślin należąca do rzędu jasnotowców, Verbenaceae",,,"GroupId: 2066120
Translate: Verbenaceae
Translate: vervain family of plants"
200016,WORD_NOUN,,KATAKANA,,,-,アイジングラス,,aijingurasu,karuk,"inaczej klej rybi, otrzymywany z wysuszonych pęcherzy rybnych, przede wszystkim bieługi i jesiotra, ang: isinglass",,,"GroupId: 2154910
Translate: isinglass
Translate: gelatin made from swim bladders of fish"
200017,WORD_NOUN,,KATAKANA,,,-,アイシンググラス,,aishingugurasu,karuk,"inaczej klej rybi, otrzymywany z wysuszonych pęcherzy rybnych, przede wszystkim bieługi i jesiotra, ang: isinglass",,,"GroupId: 2154910
Translate: isinglass
Translate: gelatin made from swim bladders of fish"
200018,WORD_NOUN,,HIRAGANA,,,衛戍地,えいじゅじ,,eijuji,"garnizon
sektor bezpieczeństwa","archaizm, mało znane słowo",,DUPLICATE 199968,"GroupId: 2532210
Translate: garrison
MiscInfo: arch
MiscInfo: obsc
Translate: security sector
MiscInfo: arch
MiscInfo: obsc"
200019,WORD_NOUN,,HIRAGANA,,,二進化十進表示法,にしんかじっしんひょうじほう,,nishinka jisshin hyoujihou,binarna reprezentacja dziesiętna,informatyka,DICTIONARY2_SOURCE,,GroupId: 2277060
200020,WORD_NOUN,,HIRAGANA,,,秋りん,しゅうりん,,shuurin,"długie jesienne deszcze
stały jesienny front",,DICTIONARY2_SOURCE,,GroupId: 1332750
200021,WORD_NOUN,,KATAKANA,,,-,ソフト・ブラ,,sofuto bura,"miękki stanik
miękki biustonosz
biustonosz bez podkładek, drucików lub haczyków",soft bra,,,"GroupId: 2838697
Translate: soft bra
Translate: bra without pads, wires or hooks"
